NC_009925,Acaryochloris marina
NC_012470,Streptococcus equi
NC_012471,Streptococcus equi
NC_017582,Streptococcus equi
NC_011134,Streptococcus equi
NC_013798,Streptococcus gallolyticus
NC_017576,Streptococcus gallolyticus
NC_015215,Streptococcus gallolyticus
NC_009785,Streptococcus gordonii
NC_016826,Streptococcus infantarius
NC_021314,Streptococcus iniae
NC_018073,Streptococcus intermedius
NC_022237,Streptococcus intermedius
NC_022246,Streptococcus intermedius
NC_021900,Streptococcus lutetiensis
NC_016749,Streptococcus macedonicus
NC_013853,Streptococcus mitis
NC_017768,Streptococcus mutans
NC_018089,Streptococcus mutans
NC_004350,Streptococcus mutans
NC_013928,Streptococcus mutans
NC_021175,Streptococcus oligofermentans
NC_015291,Streptococcus oralis
NC_017905,Streptococcus parasanguinis
NC_015678,Streptococcus parasanguinis
NC_015558,Streptococcus parauberis
NC_015600,Streptococcus pasteurianus
NC_008533,Streptococcus pneumoniae
NC_010380,Streptococcus pneumoniae
NC_010582,Streptococcus pneumoniae
NC_011072,Streptococcus pneumoniae
NC_011900,Streptococcus pneumoniae
NC_012466,Streptococcus pneumoniae
NC_012467,Streptococcus pneumoniae
NC_012468,Streptococcus pneumoniae
NC_012469,Streptococcus pneumoniae
NC_014251,Streptococcus pneumoniae
NC_017591,Streptococcus pneumoniae
NC_017592,Streptococcus pneumoniae
NC_017593,Streptococcus pneumoniae
NC_018630,Streptococcus pneumoniae
NC_017769,Streptococcus pneumoniae
NC_014494,Streptococcus pneumoniae
NC_014498,Streptococcus pneumoniae
NC_018594,Streptococcus pneumoniae
NC_003028,Streptococcus pneumoniae
NC_003098,Streptococcus pneumoniae
NC_015875,Streptococcus pseudopneumoniae
NC_009332,Streptococcus pyogenes
NC_011375,Streptococcus pyogenes
NC_018936,Streptococcus pyogenes
NC_002737,Streptococcus pyogenes
NC_017040,Streptococcus pyogenes
NC_017053,Streptococcus pyogenes
NC_007296,Streptococcus pyogenes
NC_007297,Streptococcus pyogenes
NC_008021,Streptococcus pyogenes
NC_008023,Streptococcus pyogenes
NC_008024,Streptococcus pyogenes
NC_008022,Streptococcus pyogenes
NC_020540,Streptococcus pyogenes
NC_021807,Streptococcus pyogenes
NC_017596,Streptococcus pyogenes
NC_003485,Streptococcus pyogenes
NC_004070,Streptococcus pyogenes
NC_004606,Streptococcus pyogenes
NC_006086,Streptococcus pyogenes
NC_015760,Streptococcus salivarius
NC_017594,Streptococcus salivarius
NC_017595,Streptococcus salivarius
NC_009009,Streptococcus sanguinis
NC_022584,Streptococcus sp. I-G2
NC_022582,Streptococcus sp. I-P16
NC_009442,Streptococcus suis
NC_012924,Streptococcus suis
NC_012925,Streptococcus suis
NC_017617,Streptococcus suis
NC_017618,Streptococcus suis
NC_017619,Streptococcus suis
NC_017620,Streptococcus suis
NC_017621,Streptococcus suis
NC_017622,Streptococcus suis
NC_017950,Streptococcus suis
NC_018526,Streptococcus suis
NC_020526,Streptococcus suis
NC_021213,Streptococcus suis
NC_009443,Streptococcus suis
NC_015433,Streptococcus suis
NC_022516,Streptococcus suis
NC_022665,Streptococcus suis
NC_012926,Streptococcus suis
NC_017563,Streptococcus thermophilus
NC_017581,Streptococcus thermophilus
NC_017927,Streptococcus thermophilus
NC_008532,Streptococcus thermophilus
NC_006449,Streptococcus thermophilus
NC_006448,Streptococcus thermophilus
NC_012004,Streptococcus uberis
NC_020990,Streptomyces albus
NC_003155,Streptomyces avermitilis
NC_016582,Streptomyces bingchenggensis
NC_017586,Streptomyces cattleya
NC_016111,Streptomyces cattleya
NC_003888,Streptomyces coelicolor
NC_021985,Streptomyces collinus
NC_020504,Streptomyces davawensis
NC_021177,Streptomyces fulvissimus
NC_010572,Streptomyces griseus
NC_017765,Streptomyces hygroscopicus
NC_020895,Streptomyces hygroscopicus
NC_016114,Streptomyces pratensis
NC_013929,Streptomyces scabiei
NC_021055,Streptomyces sp. PAMC26508
NC_015953,Streptomyces sp. SirexAA-E
NC_018750,Streptomyces venezuelae
NC_015957,Streptomyces violaceusniger
NC_013595,Streptosporangium roseum
NC_015757,Sulfobacillus acidophilus
NC_016884,Sulfobacillus acidophilus
NC_022357,Sulfuricella denitrificans
NC_014762,Sulfuricurvum kujiense
NC_012438,Sulfurihydrogenibium azorense
NC_010730,Sulfurihydrogenibium sp. YO3AOP1
NC_014506,Sulfurimonas autotrophica
NC_007575,Sulfurimonas denitrificans
NC_018002,Sulfurospirillum barnesii
NC_013512,Sulfurospirillum deleyianum
NC_009663,Sulfurovum sp. NBC37-1
NC_006177,Symbiobacterium thermophilum
NC_006576,Synechococcus elongatus
NC_007604,Synechococcus elongatus
NC_008319,Synechococcus sp. CC9311
NC_007516,Synechococcus sp. CC9605
NC_007513,Synechococcus sp. CC9902
NC_007776,Synechococcus sp. JA-2-3B'a(2-13)
NC_007775,Synechococcus sp. JA-3-3Ab
NC_019680,Synechococcus sp. PCC 6312
NC_010475,Synechococcus sp. PCC 7002
NC_019702,Synechococcus sp. PCC 7502
NC_009482,Synechococcus sp. RCC307
NC_009481,Synechococcus sp. WH 7803
NC_005070,Synechococcus sp. WH 8102
NC_017277,Synechocystis sp. PCC 6803
NC_020286,Synechocystis sp. PCC 6803
NC_017038,Synechocystis sp. PCC 6803
NC_017039,Synechocystis sp. PCC 6803
NC_017052,Synechocystis sp. PCC 6803
NC_000911,Synechocystis sp. PCC 6803
NC_008554,Syntrophobacter fumaroxidans
NC_015172,Syntrophobotulus glycolicus
NC_008346,Syntrophomonas wolfei
NC_014220,Syntrophothermus lipocalidus
NC_007759,Syntrophus aciditrophicus
NC_016610,Tannerella forsythia
NC_016043,Taylorella asinigenitalis
NC_014914,Taylorella equigenitalis
NC_018108,Taylorella equigenitalis
NC_015519,Tepidanaerobacter acetatoxydans
NC_019954,Tepidanaerobacter acetatoxydans
NC_012997,Teredinibacter turnerae
NC_018014,Terriglobus roseus
NC_014963,Terriglobus saanensis
NC_016052,Tetragenococcus halophilus
NC_020888,Thalassolituus oleivorans
NC_011662,Thauera sp. MZ1T
NC_018870,Thermacetogenium phaeum
NC_014831,Thermaerobacter marianensis
NC_013522,Thermanaerovibrio acidaminovorans
NC_014152,Thermincola potens
NC_014964,Thermoanaerobacter brockii
NC_013921,Thermoanaerobacter italicus
NC_014209,Thermoanaerobacter mathranii
NC_010321,Thermoanaerobacter pseudethanolicus
NC_014538,Thermoanaerobacter sp. X513
NC_010320,Thermoanaerobacter sp. X514
NC_015958,Thermoanaerobacter wiegelii
NC_017992,Thermoanaerobacterium saccharolyticum
NC_019970,Thermoanaerobacterium thermosaccharolyticum
NC_014410,Thermoanaerobacterium thermosaccharolyticum
NC_015555,Thermoanaerobacterium xylanolyticum
NC_019897,Thermobacillus composti
NC_013526,Thermobaculum terrenum
NC_013525,Thermobaculum terrenum
NC_007333,Thermobifida fusca
NC_014165,Thermobispora bispora
NC_013894,Thermocrinis albus
NC_015681,Thermodesulfatator indicus
NC_015682,Thermodesulfobacterium geofontis
NC_015499,Thermodesulfobium narugense
NC_011296,Thermodesulfovibrio yellowstonii
NC_011959,Thermomicrobium roseum
NC_013510,Thermomonospora curvata
NC_014377,Thermosediminibacter oceani
NC_011653,Thermosipho africanus
NC_009616,Thermosipho melanesiensis
NC_004113,Thermosynechococcus elongatus
NC_022792,Thermotoga elfii
NC_022795,Thermotoga hypogea
NC_009828,Thermotoga lettingae
NC_021214,Thermotoga maritima
NC_023151,Thermotoga maritima
NC_000853,Thermotoga maritima
NC_013642,Thermotoga naphthophila
NC_011978,Thermotoga neapolitana
NC_009486,Thermotoga petrophila
NC_010483,Thermotoga sp. RQ2
NC_015707,Thermotoga thermarum
NC_014926,Thermovibrio ammonificans
NC_016148,Thermovirga lienii
NC_019386,Thermus oshimai
NC_014974,Thermus scotoductus
NC_017278,Thermus sp. CCB_US3_UF1
NC_017272,Thermus thermophilus
NC_017587,Thermus thermophilus
NC_005835,Thermus thermophilus
NC_006461,Thermus thermophilus
NC_015581,Thioalkalimicrobium cyclicum
NC_019902,Thioalkalivibrio nitratireducens
NC_013889,Thioalkalivibrio sp. K90mix
NC_011901,Thioalkalivibrio sulfidiphilus
NC_007404,Thiobacillus denitrificans
NC_018012,Thiocystis violascens
NC_019940,Thioflavicoccus mobilis
NC_007520,Thiomicrospira crunogena
NC_014145,Thiomonas arsenitoxydans
NC_014153,Thiomonas intermedia
NC_017956,Tistrella mobilis
NC_012691,Tolumonas auensis
NC_015577,Treponema azotonutricium
NC_015500,Treponema brennaborense
NC_015732,Treponema caldaria
NC_002967,Treponema denticola
NC_016844,Treponema pallidum
NC_000919,Treponema pallidum
NC_010741,Treponema pallidum
NC_021508,Treponema pallidum
NC_016842,Treponema pallidum
NC_017268,Treponema pallidum
NC_018722,Treponema pallidum
NC_021179,Treponema pallidum
NC_016843,Treponema pallidum
NC_016848,Treponema pallidum
NC_021490,Treponema pallidum
NC_015714,Treponema paraluiscuniculi
NC_022097,Treponema pedis
NC_015578,Treponema primitia
NC_015385,Treponema succinifaciens
NC_008312,Trichodesmium erythraeum
NC_014248,Trichormus azollae
NC_004572,Tropheryma whipplei
NC_004551,Tropheryma whipplei
NC_014221,Truepera radiovictrix
NC_014158,Tsukamurella paurometabola
NC_018020,Turneriella parva
NC_010503,Ureaplasma parvum
NC_002162,Ureaplasma parvum
NC_011374,Ureaplasma urealyticum
NC_012791,Variovorax paradoxus
NC_012792,Variovorax paradoxus
NC_014931,Variovorax paradoxus
NC_022234,Variovorax paradoxus
NC_022247,Variovorax paradoxus
NC_013520,Veillonella parvula
NC_008786,Verminephrobacter eiseniae
NC_015434,Verrucosispora maris
NC_022349,Vibrio alginolyticus
NC_022359,Vibrio alginolyticus
NC_015633,Vibrio anguillarum
NC_015637,Vibrio anguillarum
NC_022223,Vibrio anguillarum
NC_022224,Vibrio anguillarum
NC_009783,Vibrio campbellii
NC_009784,Vibrio campbellii
NC_022269,Vibrio campbellii
NC_022270,Vibrio campbellii
NC_012578,Vibrio cholerae
NC_012582,Vibrio cholerae
NC_012583,Vibrio cholerae
NC_012580,Vibrio cholerae
NC_012667,Vibrio cholerae
NC_012668,Vibrio cholerae
NC_016446,Vibrio cholerae
NC_016945,Vibrio cholerae
NC_017269,Vibrio cholerae
NC_017270,Vibrio cholerae
NC_016445,Vibrio cholerae
NC_016944,Vibrio cholerae
NC_009457,Vibrio cholerae
NC_009456,Vibrio cholerae
NC_002505,Vibrio cholerae
NC_002506,Vibrio cholerae
NC_016602,Vibrio furnissii
NC_016628,Vibrio furnissii
NC_022528,Vibrio nigripulchritudo
NC_022543,Vibrio nigripulchritudo
NC_019955,Vibrio parahaemolyticus
NC_019971,Vibrio parahaemolyticus
NC_004603,Vibrio parahaemolyticus
NC_021822,Vibrio parahaemolyticus
NC_021847,Vibrio parahaemolyticus
NC_021821,Vibrio parahaemolyticus
NC_021848,Vibrio parahaemolyticus
NC_004605,Vibrio parahaemolyticus
NC_016614,Vibrio sp. EJY3
NC_016613,Vibrio sp. EJY3
NC_013456,Vibrio sp. Ex25
NC_013457,Vibrio sp. Ex25
NC_011744,Vibrio tasmaniensis
NC_011753,Vibrio tasmaniensis
NC_004459,Vibrio vulnificus
NC_004460,Vibrio vulnificus
NC_014965,Vibrio vulnificus
NC_014966,Vibrio vulnificus
NC_005140,Vibrio vulnificus
NC_005139,Vibrio vulnificus
NC_014225,Waddlia chondrophila
NC_015144,Weeksella virosa
NC_015759,Weissella koreensis
NC_016893,Wigglesworthia glossinidia
NC_004344,Wigglesworthia glossinidia
NC_006833,Wolbachia endosymbiont of Brugia malayi
NC_010981,Wolbachia endosymbiont of Culex quinquefasciatus
NC_002978,Wolbachia endosymbiont of Drosophila melanogaster
NC_021084,Wolbachia endosymbiont of Drosophila simulans
NC_021089,Wolbachia endosymbiont of Drosophila simulans
NC_018267,Wolbachia endosymbiont of Onchocerca ochengi
NC_012416,Wolbachia sp. wRi
NC_005090,Wolinella succinogenes
NC_009720,Xanthobacter autotrophicus
NC_013722,Xanthomonas albilineans
NC_016010,Xanthomonas alfalfae
NC_020800,Xanthomonas axonopodis
NC_010688,Xanthomonas campestris
NC_017271,Xanthomonas campestris
NC_003902,Xanthomonas campestris
NC_007086,Xanthomonas campestris
NC_020815,Xanthomonas citri
NC_003919,Xanthomonas citri
NC_007508,Xanthomonas euvesicatoria
NC_022541,Xanthomonas fuscans
NC_007705,Xanthomonas oryzae
NC_010717,Xanthomonas oryzae
NC_017267,Xanthomonas oryzae
NC_006834,Xanthomonas oryzae
NC_013892,Xenorhabdus bovienii
NC_014228,Xenorhabdus nematophila
NC_013530,Xylanimonas cellulosilytica
NC_010513,Xylella fastidiosa
NC_010577,Xylella fastidiosa
NC_017562,Xylella fastidiosa
NC_002488,Xylella fastidiosa
NC_004556,Xylella fastidiosa
NC_015224,Yersinia enterocolitica
NC_017564,Yersinia enterocolitica
NC_008800,Yersinia enterocolitica
NC_008150,Yersinia pestis
NC_008149,Yersinia pestis
NC_009381,Yersinia pestis
NC_010159,Yersinia pestis
NC_014029,Yersinia pestis
NC_017154,Yersinia pestis
NC_017160,Yersinia pestis
NC_017168,Yersinia pestis
NC_005810,Yersinia pestis
NC_017265,Yersinia pestis
NC_004088,Yersinia pestis
NC_003143,Yersinia pestis
NC_010465,Yersinia pseudotuberculosis
NC_010634,Yersinia pseudotuberculosis
NC_006155,Yersinia pseudotuberculosis
NC_009708,Yersinia pseudotuberculosis
NC_015844,Zobellia galactanivorans
NC_014041,Zunongwangia profunda
NC_013355,Zymomonas mobilis
NC_006526,Zymomonas mobilis
NC_015709,Zymomonas mobilis
NC_018145,Zymomonas mobilis
NC_017262,Zymomonas mobilis
NC_022900,Zymomonas mobilis
NC_014219,[Bacillus] selenitireducens
NC_015671,[Cellvibrio] gilvus
NC_011898,[Clostridium] cellulolyticum
NC_016627,[Clostridium] clariflavum
NC_014376,[Clostridium] saccharolyticum
NC_021047,[Clostridium] saccharolyticum
NC_020134,[Clostridium] stercorarium
NC_020887,[Clostridium] stercorarium
NC_014614,[Clostridium] sticklandii
NC_012778,[Eubacterium] eligens
NC_006300,[Mannheimia] succiniciproducens
NC_018643,alpha proteobacterium HIMB5
NC_018644,alpha proteobacterium HIMB59
NC_020417,beta proteobacterium CB
NC_021035,butyrate-producing bacterium SS3/4
NC_021016,butyrate-producing bacterium SSC/2
NC_023002,candidate division SR1 bacterium RAAC1_SR1_1
NC_023001,candidate division WWE3 bacterium RAAC2_WWE3_1
NC_014366,gamma proteobacterium HdN1
NC_018419,secondary endosymbiont of Ctenarytaina eucalypti
NC_018420,secondary endosymbiont of Heteropsylla cubana
NC_020505,uncultured Sulfuricurvum sp. RIFRC-1
NC_020419,uncultured Termite group 1 bacterium
